customer_id,first_name,last_name,email,city,state,date_of_birth,customer_segment,registration_date
C000955,Veda,Munshi,ranveer00@example.com,Berhampur,Uttarakhand,1959-09-08,Premium,2026-07-13
C000956,Praneel,Divan,atikala@example.com,Kurnool,Gujarat,1987-11-30,Business,2025-05-10
C000957,Yochana,Ramesh,xgandhi@example.net,Bidar,West Bengal,1988-03-05,Standard,2024-06-05
C000958,Chanchal,Ramesh,balendrasaraf@example.org,Bathinda,Goa,1949-07-18,Standard,2025-12-21
C000959,Amrita,Thakur,samarpadmanabhan@example.net,Mathura,Nagaland,1946-07-02,Standard,2024-10-09
C000960,Zehaan,Chander,daminiprabhu@example.org,Medininagar,Kerala,1986-07-27,Standard,2021-12-14
C000961,Anusha,Sood,baghyawati36@example.org,Raiganj,Sikkim,1949-07-23,Business,2023-04-16
C000962,Azad,Keer,praneel78@example.net,Sasaram,Sikkim,1980-02-13,Premium,2022-06-11
C000963,Edhitha,Chad,merchantzansi@example.org,Panihati,Odisha,1990-05-09,Business,2022-07-22
C000964,Pranit,Bhatt,pallameera@example.com,Kolkata,Goa,1964-08-31,Premium,2022-03-06
C000965,Tristan,Thakur,vinayabatta@example.com,Machilipatnam,Maharashtra,1965-06-21,Business,2024-12-20
C000966,Rachita,Golla,benkavya@example.com,Kozhikode,Nagaland,1956-12-20,Standard,2023-11-26
C000967,Vanya,Narasimhan,bravel@example.org,Munger,Madhya Pradesh,2007-08-02,Standard,2021-11-17
C000968,Yochana,Nadkarni,cbhardwaj@example.com,Khammam,Nagaland,1980-01-12,Premium,2022-07-02
C000969,Kavya,Deol,sanaya31@example.com,Thrissur,Telangana,1984-10-20,Standard,2022-04-28
C000970,Daniel,Behl,krishnagy@example.net,Agra,Rajasthan,1997-12-01,Premium,2025-01-31
C000971,Adweta,Aurora,ramhiral@example.com,Pondicherry,Andhra Pradesh,1964-10-22,Business,2024-08-26
C000972,Jacob,Swamy,nagivarsha@example.com,Gaya,Chhattisgarh,1956-04-07,premium,2024-10-20
C000973,Yahvi,Loyal,nandaeshana@example.com,Thane,Andhra Pradesh,1991-03-04,Business,2024-09-10
C000974,Raagini,Thaman,lohitmanne@example.org,Gurgaon,Meghalaya,1954-04-07,Premium,2025-07-17
C000975,Yashica,Patla,gulatifinn@example.org,Tenali,Uttarakhand,1991-04-03,Standard,2021-12-04
C000976,Yauvani,Dhaliwal,odikavirk@example.org,Gurgaon,Uttarakhand,1963-02-06,Business,2024-01-09
C000977,Caleb,Nayak,devasana@example.net,Jodhpur,Himachal Pradesh,2006-03-06,Premium,2024-10-25
C000978,Chakradhar,Atwal,aarnavchada@example.org,Akola,Uttarakhand,1946-11-02,Business,2025-01-12
C000979,Vansha,Grewal,yjani@example.org,Cuttack,Mizoram,1956-09-26,Premium,2022-08-02
C000980,Krishna,Choudhury,balvan90@example.org,Rohtak,Himachal Pradesh,1956-04-26,Business,2022-09-21
C000981,Lekha,Kulkarni,manan50@example.org,Tiruchirappalli,Mizoram,1993-09-26,Premium,2025-07-28
C000982,Ansh,Oza,ysahota@example.net,Pimpri-Chinchwad,Chhattisgarh,1959-07-28,Business,2025-06-06
C000983,Vincent,Jaggi,nirja27@example.com,Tezpur,Meghalaya,1962-09-01,Standard,2022-09-25
C000984,Advaith,Taneja,epradhan@example.net,North Dumdum,Rajasthan,1986-01-31,Business,2021-12-16
C000985,Chakrika,Deep,ishaanbhat@example.net,Tiruchirappalli,Goa,1947-05-10,Standard,2023-12-18
C000986,Ekanta,Borah,dugalmegha@example.net,Nangloi Jat,Madhya Pradesh,2004-10-01,Business,2026-05-19
C000987,Megha,Kunda,balhaar22@example.net,Chittoor,Arunachal Pradesh,1965-10-30,Business,2024-07-31
C000988,Indrajit,Bajaj,handachaitaly@example.net,Darbhanga,Odisha,2002-12-12,Business,2025-10-07
C000989,Madhavi,Sani,boasearjun@example.net,Guntur,West Bengal,1985-09-25,Business,2023-03-16
C000990,Waida,Luthra,lallchaaya@example.net,Parbhani,Mizoram,1984-06-25,Premium,2023-04-07
C000991,Kevin,Salvi,madhavikrishnan@example.com,Ajmer,Maharashtra,1958-06-07,Standard,2025-05-10
C000992,Maya,Nadkarni,ebose@example.net,Dehri,Rajasthan,1985-09-13,Premium,2024-11-20
C000993,Advaith,Hari,anamikaramesh@example.org,Ambattur,Tamil Nadu,1976-04-28,Standard,2021-10-29
C000994,Bhavani,Contractor,harinigoyal@example.org,Rajahmundry,Himachal Pradesh,1968-01-02,Business,2025-11-25
C000995,Warinder,Saxena,viraj71@example.com,Ozhukarai,Sikkim,1962-11-05,Business,2026-01-25
C000996,Amaira,Dada,vigomisha@example.com,Loni,Chhattisgarh,1992-03-27,Premium,2021-12-16
C000997,Dalbir,Narasimhan,aashigoswami@example.com,Jhansi,Bihar,1965-05-30,Business,2022-02-20
C000998,Nidra,Munshi,zbadami@example.org,Katihar,Maharashtra,1992-06-22,Standard,2022-08-23
C000999,Yuvraj,Bhattacharyya,nanne@example.net,Rohtak,Madhya Pradesh,1997-06-28,Business,2025-10-21
C001000,Janaki,Ganguly,kadezaitra@example.org,Dhanbad,Karnataka,1980-06-17,Business,2022-04-18
C001001,Geetika,Hari,charkai@example.com,Phagwara,Goa,1985-04-02,Business,2025-01-17
C001002,Nirja,Batra,umadan@example.com,Agra,Tamil Nadu,1966-08-02,Business,2023-05-01
C001003,Oscar,Hora,bordetarak@example.com,Bidhannagar,Mizoram,1980-10-18,Standard,2023-08-24
C001004,Alka,Rai,solankiijaya@example.net,Hospet,Jharkhand,1953-09-08,Standard,2026-08-07
C001005,Watika,Aggarwal,advika86@example.com,Ambattur,Uttarakhand,2001-12-07,Premium,2025-12-14
C001006,Azaan,Sule,umang17@example.com,Karawal Nagar,Meghalaya,1972-08-30,Business,2022-12-12
C001007,Wridesh,Dani,fsolanki@example.com,Machilipatnam,Bihar,1991-02-13,Business,2025-03-05
C001008,Naveen,Nagy,sulegaurika@example.net,Tinsukia,Tamil Nadu,2004-07-04,Standard,2025-08-09
C001009,Yoshita,Mukhopadhyay,karannilima@example.com,Kalyan-Dombivli,West Bengal,1980-03-20,Premium,2023-03-11
C001010,Gauri,Kamdar,dmaharaj@example.net,Dehri,Meghalaya,1953-08-03,Premium,2025-05-12
C001011,Triya,Lala,ahujagautam@example.org,Bardhaman,Nagaland,1957-01-03,Premium,2024-01-15
C001012,Girindra,Vyas,pahal41@example.org,Pudukkottai,Manipur,1954-02-26,Business,2022-08-08
C001013,Om,Dugal,hdube@example.net,Berhampore,Himachal Pradesh,1993-12-22,Standard,2022-09-30
C001014,Omkaar,Madan,krishna25@example.org,Morbi,Tamil Nadu,1960-11-19,Business,2025-10-07
C001015,Kamya,Puri,rkumar@example.com,Jamnagar,Maharashtra,1949-11-13,Premium,2023-02-21
C001016,Mahika,Raghavan,aarna00@example.org,Delhi,Jharkhand,1953-04-02,Standard,2023-12-27
C001017,Advika,Om,pradhannandini@example.com,Uluberia,Haryana,1945-08-10,Premium,2026-06-06
C001018,Waida,Aurora,tbir@example.org,Junagadh,Maharashtra,1990-06-29,Standard,2023-09-16
C001019,Mohini,Pradhan,ria05@example.com,Phusro,Tamil Nadu,1996-03-29,Business,2024-12-20
C001020,Triveni,Pai,yutikakibe@example.com,Madurai,Odisha,1952-03-10,Business,2021-11-13
C001021,Zilmil,Bhat,faraj42@example.net,Chittoor,West Bengal,1983-10-08,Standard,2025-11-05
C001022,Rishi,Patel,zaidpau@example.com,Howrah,Tripura,1963-08-16,Premium,2024-01-28
C001023,Rushil,Agate,darika79@example.net,Agra,Uttar Pradesh,1948-06-22,Business,2026-07-07
C001024,Warinder,Khosla,nachiketcheema@example.com,Gwalior,Nagaland,1993-01-09,Premium,2025-03-02
C001025,Ojas,Yadav,amohan@example.org,Danapur,Madhya Pradesh,2005-02-27,Business,2026-07-18
C001026,Harsh,Balan,msamra@example.com,Bharatpur,Madhya Pradesh,1977-02-01,Premium,2025-04-02
C001027,Max,Chacko,hemalsinghal@example.net,Jaipur,Meghalaya,1948-06-05,Business,2023-07-09
C001028,Bahadurjit,Khare,csangha@example.net,Tadipatri,Goa,1949-11-08,Standard,2022-12-23
C001029,Zehaan,Pingle,zsandal@example.net,Sri Ganganagar,Gujarat,1972-12-20,Standard,2023-09-10
C001030,Rachana,Lal,udantagrawal@example.org,Hazaribagh,Goa,2007-12-29,Standard,2023-08-07
C001031,Dalbir,Gandhi,matthew59@example.net,Bhagalpur,Bihar,1991-07-08,Business,2024-09-22
C001032,Rudra,Setty,kapadiajackson@example.org,Bellary,Punjab,1962-05-19,Standard,2024-04-07
C001033,Falan,Soni,theodorechandra@example.net,Vadodara,Assam,1987-05-22,Premium,2024-02-29
C001034,Varenya,Tara,nathjacob@example.org,Kota,Rajasthan,2001-01-03,Standard,2025-06-22
C001035,Chaman,Devi,pushti49@example.org,Farrukhabad,Rajasthan,1966-10-05,Business,2022-10-19
C001036,Patrick,Ravel,ishanitandon@example.com,Khora ,Nagaland,1972-08-09,Standard,2021-09-08
C001037,Vedika,Shenoy,saramadan@example.com,Akola,Haryana,1961-10-19,Premium,2026-07-15
C001038,Theodore,Varkey,lkeer@example.net,Bidar,Rajasthan,1995-10-22,Premium,2023-03-31
C001039,Gabriel,Grewal,zprabhakar@example.com,Motihari,Manipur,1946-05-05,Business,2025-03-20
C001040,Advika,Mahajan,suranandini@example.com,Srikakulam,Madhya Pradesh,1951-09-07,Premium,2024-03-08
C001041,Shivansh,Bail,palanaarush@example.org,Nagercoil,Tamil Nadu,1961-11-19,Business,2023-12-02
C001042,Oscar,Rajan,loyalvinaya@example.org,Katihar,Andhra Pradesh,1950-11-01,Premium,2023-06-03
C001043,Charan,Bala,azaanwali@example.org,Arrah,Bihar,1951-12-25,Standard,2021-12-03
C001044,Vasatika,Prashad,doranandini@example.org,Bhusawal,Tamil Nadu,1991-07-26,Premium,2024-03-13
C001045,Ekapad,Bhatia,samakshgoda@example.net,Panchkula,Madhya Pradesh,1976-05-26,Premium,2025-03-21
C001046,Dayamai,Sankar,darshkala@example.com,Aurangabad,Kerala,2004-01-19,Standard,2022-02-11
C001047,Hemani,Banik,hvasa@example.com,Chinsurah,Meghalaya,1993-12-15,Business,2023-04-08
C001048,Tristan,Karpe,labansom@example.org,Bhubaneswar,Punjab,1989-10-07,Standard,2022-01-01
C001049,Ikbal,Radhakrishnan,ihegde@example.org,Kavali,West Bengal,1974-02-02,Business,2021-08-26
C001050,Harini,Comar,divyadevi@example.com,Dhule,Uttar Pradesh,2008-03-05,Standard,2023-11-13
C001051,Krish,Warrior,teerthmuni@example.com,Gulbarga,Haryana,1961-05-16,Premium,2023-05-07
C001052,Pranit,Dalal,jeevika26@example.org,Sikar,Madhya Pradesh,1975-04-14,Standard,2025-04-10
C001053,Naksh,Bora,xalaksuri@example.net,Lucknow,Meghalaya,1954-12-09,Standard,2024-10-04
C001054,Yuvraj,De,meghana90@example.net,Panchkula,Kerala,1945-11-26,Business,2021-08-14
C001055,Sathvik,Gill,nairudarsh@example.net,Nagpur,Odisha,1958-05-12,Premium,2022-02-15
C001056,Aadhya,Handa,narayanansneha@example.org,Tezpur,Goa,1972-09-12,Premium,2022-06-10
C001057,Baghyawati,Vora,rnayak@example.org,Loni,Mizoram,1980-11-30,premium,2026-01-07
C001058,Devansh,Tandon,qsoman@example.com,Berhampore,Uttar Pradesh,1951-08-15,Premium,2022-11-18
C001059,Madhav,Dua,tanishbaral@example.com,Solapur,Telangana,1950-02-16,Standard,2023-10-17
C001060,Ekantika,Dora,xaviersunder@example.com,Patiala,Meghalaya,1967-10-07,Premium,2022-07-17
C001061,Damini,Kant,manyabora@example.org,Bidar,Himachal Pradesh,1999-05-01,Standard,2022-07-07
C001062,Ira,Puri,khalsadivya@example.com,Jaipur,Nagaland,1955-06-19,Premium,2024-07-22
C001063,Kashvi,More,aarini96@example.org,Hazaribagh,Kerala,1971-03-10,Premium,2024-05-12
C001064,Rohan,Bala,umisra@example.net,Sirsa,Sikkim,1953-12-28,Standard,2026-02-21
C001065,Ekta,Saraf,mandermohammed@example.net,Shimla,Goa,1981-07-13,Business,2023-05-08
C001066,Lipika,Nagi,indirabalasubramanian@example.net,Moradabad,Meghalaya,1974-08-07,Business,2022-08-31
C001067,Aadhya,Kar,lekha81@example.org,Giridih,Kerala,1963-03-22,Business,2023-03-12
C001068,Amaira,Ahluwalia,madanosha@example.net,North Dumdum,Odisha,1986-08-18,Standard,2021-09-12
C001069,Benjamin,Khanna,deshmukhekapad@example.com,Bellary,Assam,2001-03-08,Premium,2024-04-23
C001070,Aashi,Barad,mmalhotra@example.com,Ghaziabad,Tamil Nadu,1946-10-11,Premium,2024-01-02
C001071,Yauvani,Varty,sahniradha@example.com,Dewas,Tripura,1951-03-25,Business,2022-07-08
C001072,Tanish,Srivastava,gayathrisoni@example.org,Nagercoil,Maharashtra,1970-07-02,Standard,2021-11-08
C001073,Radhika,Bhardwaj,peterbajaj@example.net,Suryapet,Gujarat,1957-06-15,Business,2025-05-15
C001074,Jeevika,Pandey,xbalan@example.net,Hajipur,Haryana,1955-11-04,Business,2021-10-30
C001075,Anika,Chawla,aarnav41@example.net,Nangloi Jat,West Bengal,2004-05-13,Standard,2024-03-17
C001076,Anika,Gade,trivenitiwari@example.org,Chapra,Goa,2003-12-10,Business,2025-05-02
C001077,Matthew,Toor,chardavid@example.com,Ratlam,Jharkhand,1998-11-16,Standard,2025-11-12
C001078,Warhi,Borde,chakradev30@example.org,Jabalpur,Goa,1977-01-07,Premium,2024-10-24
C001079,Chanakya,Kannan,mishranaveen@example.org,Sagar,Bihar,1997-06-10,Standard,2026-08-07
C001080,Prisha,Mukhopadhyay,oyogi@example.com,Purnia,Madhya Pradesh,2005-08-18,Standard,2025-11-13
C001081,Raghav,Ganesh,aarnadass@example.com,Eluru,Telangana,1997-01-29,Premium,2026-05-05
C001082,Lekha,Bobal,zarna67@example.com,Sagar,Andhra Pradesh,1959-11-12,Premium,2023-09-24
C001083,Vasatika,Atwal,mmangat@example.com,Durg,Assam,1998-09-09,Standard,2026-02-07
C001084,Widisha,Chacko,farajkhare@example.com,Erode,Uttar Pradesh,1993-09-06,Standard,2024-06-04
C001085,Ronith,Chander,manan45@example.net,Raiganj,Arunachal Pradesh,1971-12-17,Business,2022-08-01
C001086,Brinda,Bajwa,nchopra@example.com,Vijayawada,Madhya Pradesh,1986-02-11,Premium,2024-06-18
C001087,Advik,Radhakrishnan,ybansal@example.com,Tirunelveli,Mizoram,1952-07-07,Business,2022-11-08
C001088,Urvashi,Bhatnagar,amrita97@example.com,Salem,Tamil Nadu,2006-12-25,Premium,2025-11-17
C001089,Robert,Dara,bhavna84@example.org,Alwar,Chhattisgarh,2002-11-10,Premium,2022-03-09
C001090,Amara,Sridhar,bahlsneha@example.net,Ichalkaranji,Rajasthan,1981-05-30,Premium,2022-03-10
C001091,Falguni,Nagy,thakkarbachittar@example.org,Pimpri-Chinchwad,Assam,1954-01-07,Standard,2023-11-18
C001092,Oscar,Baral,ranganathanridhi@example.net,Jalgaon,Goa,1983-10-16,Business,2022-06-17
C001093,Priya,Tailor,goyaleta@example.org,Bettiah,Tamil Nadu,1994-06-19,Business,2025-03-21
C001094,Tara,Gandhi,zachariabrinda@example.net,Lucknow,Rajasthan,1987-10-09,Business,2023-10-21
C001095,Bina,Virk,ibuch@example.org,Guntur,Odisha,2007-09-08,Business,2023-12-09
C001096,Keya,Sarkar,doradhriti@example.com,Jalna,Uttar Pradesh,1957-08-20,Premium,2025-06-27
C001097,Lakshmi,Nigam,widisha02@example.org,Srikakulam,Andhra Pradesh,1985-09-28,Standard,2024-08-08
C001098,Bhavika,Ray,indrajit44@example.com,Jhansi,Jharkhand,1958-12-30,Standard,2023-09-04
C001099,David,Parmar,xrai@example.org,Arrah,Nagaland,2006-06-18,Premium,2022-01-06
C001100,Jagdish,Bansal,vasahema@example.net,Loni,Gujarat,1986-11-08,Premium,2023-07-24
C001101,Chavvi,Yogi,pchar@example.com,Asansol,Uttar Pradesh,1970-10-14,Standard,2025-09-08
C001102,Nitesh,Ravi,rauabhiram@example.com,Aligarh,Bihar,1948-05-02,Premium,2026-04-04
C001103,Orinder,Dani,karan40@example.com,Hajipur,Uttarakhand,1998-12-21,Premium,2022-06-21
C001104,Chavvi,Radhakrishnan,sara53@example.net,Motihari,Gujarat,1995-10-12,Business,2026-07-09
C001105,Balveer,Choudhry,schokshi@example.net,Sagar,Rajasthan,1990-06-29,Standard,2026-04-12
C001106,Udant,Behl,dakshatak@example.com,Kolhapur,Himachal Pradesh,1969-03-15,Standard,2021-12-17
C001107,Yadavi,Luthra,rattangaurika@example.org,Varanasi,Uttar Pradesh,1964-10-30,Standard,2025-04-13
C001108,Kashvi,Rege,janaki58@example.net,Ozhukarai,Odisha,2001-03-15,Premium,2025-04-10
C001109,Andrew,Srinivas,brinda26@example.net,Uluberia,Odisha,1964-01-29,Business,2023-08-15
C001110,Yasti,Deep,obadami@example.org,Ulhasnagar,Karnataka,1979-06-10,Standard,2025-07-30
C001111,Qabil,Venkatesh,nimrat14@example.org,Jammu,Goa,1972-08-19,Premium,2024-05-04
C001112,Ekapad,Walia,pnatarajan@example.net,Sikar,Sikkim,1995-07-20,Premium,2022-07-10
C001113,Yahvi,Swaminathan,sharmajalsa@example.org,Gaya,Haryana,2004-08-21,Business,2023-06-01
C001114,Brijesh,Puri,unni58@example.net,Haldia,Uttarakhand,2002-09-08,Business,2023-10-05
C001115,Amaira,Sundaram,baradcharita@example.com,Motihari,Himachal Pradesh,1964-05-11,Standard,2025-09-22
C001116,Daksha,Comar,purohitpatrick@example.org,Bareilly,Maharashtra,1954-01-26,Standard,2025-03-20
C001117,Gaurang,Arya,sudikshachopra@example.com,Chittoor,Chhattisgarh,2001-03-30,Standard,2022-01-15
C001118,Lajita,Barman,zarna57@example.org,Warangal,Andhra Pradesh,2002-11-08,Standard,2022-02-16
C001119,Naksh,Bassi,pushtipalla@example.com,Erode,Odisha,2008-08-02,Business,2021-12-04
C001120,Reyansh,Sahni,pdayal@example.net,Faridabad,Kerala,1962-02-26,Standard,2026-02-28
C001121,Siddharth,Memon,nakshgala@example.org,Aurangabad,Bihar,2002-05-23,Premium,2025-02-19
C001122,Raghav,Pant,eta66@example.com,Raiganj,Jharkhand,1948-02-11,Premium,2023-10-20
C001123,Amara,Narang,katamanya@example.org,Guntur,Arunachal Pradesh,1961-02-21,Business,2021-09-27
C001124,Harrison,Ray,boasejanuja@example.net,Nizamabad,Mizoram,1987-02-28,Business,2023-07-27
C001125,Bishakha,Vasa,chamelimohan@example.com,Haridwar,Andhra Pradesh,1978-11-12,Business,2021-12-29
C001126,Ekalinga,Maharaj,atharv28@example.org,Orai,Uttar Pradesh,2001-10-22,Premium,2023-10-30
C001127,Aayush,Nair,yagnesh46@example.net,Arrah,Nagaland,1979-08-25,Business,2024-05-22
C001128,Lajita,Dhar,nadkarnimeghana@example.org,Ulhasnagar,Mizoram,1994-10-06,Standard,2026-03-13
C001129,Logan,Sodhi,samuel68@example.net,Mathura,Sikkim,1966-12-29,Business,2025-04-08
C001130,Hemani,Bhasin,rdesai@example.org,Tirupati,Arunachal Pradesh,2005-07-25,Premium,2024-06-23
C001131,Chakradhar,Mane,rtaneja@example.net,Bhusawal,Goa,1998-03-26,Business,2026-05-16
C001132,Balvan,Kakar,ethan72@example.com,Naihati,Tamil Nadu,1987-08-28,Standard,2026-05-30
C001133,Leela,Nadig,ssarin@example.org,Miryalaguda,Chhattisgarh,1954-12-11,Business,2024-05-09
C001134,Ayushman,Walia,farajkumar@example.org,Meerut,Karnataka,1984-12-20,Standard,2022-07-28
C001135,Ekavir,Saini,rajantanvi@example.com,Thoothukudi,Haryana,1989-10-11,Standard,2026-07-04
C001136,Vedhika,Nair,barkhakapoor@example.com,Nagercoil,Andhra Pradesh,1989-03-17,Business,2023-09-04
C001137,Dhriti,Nayak,lbassi@example.net,Imphal,Karnataka,1982-09-18,Business,2023-05-03
C001138,Peter,Kurian,sahluwalia@example.org,Amravati,Gujarat,1982-06-02,Business,2025-11-04
C001139,Ansh,Radhakrishnan,matthewchandra@example.com,Chandigarh,Uttar Pradesh,1996-12-04,Standard,2025-05-15
C001140,Omkaar,Bumb,ria48@example.net,Dindigul,Himachal Pradesh,2007-02-08,Standard,2025-07-24
C001141,Hemani,Khosla,pranav95@example.net,Rohtak,Gujarat,1979-02-04,Standard,2025-03-15
C001142,Frado,Dora,maanavdutta@example.org,Thane,Goa,1967-03-13,Premium,2024-06-10
C001143,Chatura,Naik,bakshigayathri@example.org,Jamshedpur,Sikkim,1985-09-23,Standard,2022-03-23
C001144,Raagini,Sridhar,natarajanleena@example.org,Guna,Maharashtra,1994-03-13,Premium,2025-11-24
C001145,Urishilla,Munshi,itaneja@example.net,Anand,Manipur,1976-05-09,Premium,2024-08-18
C001146,David,Bhat,auroradayamai@example.org,Hospet,Uttar Pradesh,1954-10-31,Standard,2022-12-31
C001147,Mugdha,Chokshi,garainaya@example.net,Mysore,Rajasthan,2001-01-05,Standard,2021-11-27
C001148,Yauvani,Ganesan,kallamanthan@example.net,Siliguri,Nagaland,1993-12-15,Premium,2025-03-20
C001149,Yauvani,Bhatt,tlad@example.org,Kurnool,Haryana,1978-07-13,Standard,2021-11-13
C001150,Daksha,Batta,jkanda@example.com,Dhule,Manipur,1953-08-25,Business,2023-06-06
C001151,Tamanna,Prasad,tristan04@example.net,Alwar,Andhra Pradesh,1989-03-21,Standard,2022-03-12
C001152,Lohit,Banerjee,nisha77@example.org,Kolkata,Andhra Pradesh,1949-12-13,Standard,2022-01-02
C001153,Yashica,Borah,bbora@example.net,Udaipur,Madhya Pradesh,1988-09-26,Business,2023-03-11
C001154,Balhaar,Basu,nilimadin@example.org,Vadodara,Bihar,1950-10-02,Premium,2024-08-07
C001155,Azaan,Lal,harishbaral@example.com,Solapur,Telangana,1948-01-27,Business,2024-01-17
C001156,Manan,Saraf,wyattchatterjee@example.com,Ghaziabad,Himachal Pradesh,1974-09-27,Business,2024-04-07
C001157,Warjas,Dhar,fmishra@example.net,Madanapalle,Odisha,1997-01-17,Standard,2024-08-24
C001158,Prisha,Rao,mannesimon@example.com,Navi Mumbai,Kerala,1985-03-13,Standard,2021-09-05
C001159,Neha,Narasimhan,tripti04@example.net,Belgaum,Odisha,1993-04-10,Business,2024-12-23
C001160,Ria,Prabhakar,rkashyap@example.org,Malda,Meghalaya,1969-01-19,Premium,2026-08-06
C001161,Orinder,Prasad,hvig@example.com,Agartala,Manipur,1967-12-12,Premium,2025-04-06
C001162,Chameli,Kota,hardik62@example.org,Purnia,Jharkhand,2000-02-19,Business,2025-05-30
C001163,Banjeet,Wagle,dayaljagdish@example.com,Solapur,Telangana,2006-06-03,Premium,2024-10-06
C001164,Nidhi,Dixit,tejas10@example.net,Mira-Bhayandar,Jharkhand,1992-12-18,Business,2023-07-25
C001165,Kavya,Kalita,jaggiishaan@example.com,Sambalpur,Uttarakhand,2004-09-29,Standard,2022-08-20
C001166,Aradhana,Dhingra,bimala90@example.org,Ambala,Assam,1952-05-05,Standard,2025-11-25
C001167,Adweta,Hari,darabhavini@example.org,Bally,Jharkhand,2002-04-07,Standard,2025-12-20
C001168,Diya,Bhatnagar,ojasvigera@example.com,Maheshtala,Kerala,1979-02-05,Standard,2021-10-22
C001169,Geetika,Ahluwalia,brijeshdeo@example.org,Mehsana,Arunachal Pradesh,1985-08-08,Standard,2025-06-09
C001170,Aishani,Narang,krishnalanka@example.net,Bhavnagar,Sikkim,2005-08-19,Premium,2024-10-17
C001171,Nisha,Panchal,adweta18@example.com,Gudivada,Himachal Pradesh,1981-03-15,Standard,2024-03-04
C001172,Yashoda,Khurana,jonathannarayanan@example.net,Kavali,Himachal Pradesh,1947-04-29,Business,2025-03-27
C001173,Suhani,Seth,prishaanand@example.net,Panvel,Bihar,1966-03-22,Standard,2024-06-22
C001174,Ikshita,Raju,urvibatta@example.org,Berhampur,Karnataka,1996-09-08,Premium,2022-05-30
C001175,Niharika,Kade,loganganesh@example.net,Kollam,Andhra Pradesh,1977-05-05,Standard,2025-02-02
C001176,Manbir,Ganguly,baghyawatikaur@example.org,Machilipatnam,Meghalaya,1987-03-06,Standard,2026-07-10
C001177,Krish,Mallick,aarna00@example.org,Hazaribagh,Jharkhand,1948-01-28,Business,2022-05-06
C001178,Jackson,Oak,janakikapoor@example.net,Nashik,Himachal Pradesh,1988-11-04,Premium,2024-03-17
C001179,Rachita,Kant,oliver53@example.com,Surendranagar Dudhrej,Telangana,1975-11-09,Business,2021-10-16
C001180,Rohan,Gala,ykrishnan@example.com,Dhanbad,Haryana,2001-10-21,Business,2024-09-02
C001181,Gunbir,Dewan,swamysamarth@example.net,Siliguri,Andhra Pradesh,1965-04-25,Standard,2025-09-30
C001182,Jason,Sami,vnatt@example.com,Karnal,Nagaland,1950-08-26,Premium,2026-05-09
C001183,Azad,Pingle,vamakshibala@example.com,Orai,Jharkhand,1987-05-13,Standard,2023-12-24
C001184,Amruta,Kulkarni,maya63@example.net,Ozhukarai,Assam,1986-09-04,Standard,2022-10-04
C001185,Harsh,Butala,wdave@example.org,Latur,West Bengal,1996-12-08,Premium,2026-06-23
C001186,Ojasvi,Nori,patlaurvashi@example.org,Ambattur,Meghalaya,1983-04-12,Premium,2022-08-14
C001187,Varenya,Bawa,dsagar@example.net,Aligarh,Uttar Pradesh,1990-10-24,Business,2026-04-15
C001188,Manya,Bahl,gopalvritti@example.net,Mango,Maharashtra,1954-10-26,Premium,2022-05-27
C001189,Reva,Rege,hemangini28@example.net,Gulbarga,Himachal Pradesh,1965-02-13,business,2025-11-01
C001190,Jagdish,Dube,xkhurana@example.net,Khammam,Andhra Pradesh,1971-11-14,Business,2021-08-08
C001191,Ganga,Ramaswamy,manbir67@example.com,Akola,Goa,1974-07-26,Premium,2025-08-30
C001192,Urvashi,Magar,sandalurvi@example.net,Ichalkaranji,Manipur,1946-02-06,Business,2024-11-08
C001193,Advay,Barman,kamyabajaj@example.org,Ahmednagar,Kerala,1970-07-18,Business,2024-11-07
C001194,Charan,Bakshi,ekapad14@example.org,Anantapur,Chhattisgarh,1980-10-20,Business,2025-10-04
C001195,Pahal,Sengupta,jkamdar@example.org,Sikar,West Bengal,1960-12-12,Business,2022-08-25
C001196,Indali,Banerjee,mdewan@example.com,Hapur,Telangana,1983-06-02,Standard,2023-05-04
C001197,William,Anand,oommentriya@example.org,Hubli–Dharwad,Punjab,1951-07-16,Standard,2023-07-26
C001198,Nandini,Narayanan,damini88@example.org,Dehradun,Haryana,1992-10-06,Standard,2023-11-06
C001199,Riya,Prabhakar,upkaar05@example.net,Srikakulam,Mizoram,1955-01-11,Standard,2023-12-07
C001200,Nitesh,Barad,jai02@example.com,Avadi,Odisha,1954-09-08,Standard,2025-11-25
C001201,Nirja,Salvi,hbatta@example.org,Proddatur,Manipur,1951-04-15,Business,2025-07-30
C001202,Pooja,Kalita,lakshmivirk@example.org,Etawah,Chhattisgarh,1992-01-21,Business,2022-06-16
C001203,Neelima,Deshmukh,lopadhar@example.org,Satna,Bihar,1953-01-31,Standard,2022-11-18
C001204,Harsh,Tiwari,venkateshyamini@example.com,Orai,Punjab,2007-10-07,Business,2025-01-09
C001205,Reyansh,Jhaveri,yahvirege@example.org,Shahjahanpur,Gujarat,1988-07-01,Business,2023-02-25
C001206,Xiti,Saha,chandrayasti@example.com,Korba,Maharashtra,1968-05-08,Premium,2026-06-05
C001207,Udarsh,Karnik,rishiparmar@example.net,Sambhal,Gujarat,1974-10-11,Premium,2024-01-06
C001208,Meghana,Raval,sethandrew@example.org,Hindupur,Maharashtra,1978-04-26,Premium,2023-12-29
